ruta,carpeta,texto,categoria
todas_las_publicaciones/imagenes_instagram∕post_0302_2024-05-09_14-24-00_UTC/2024-05-09_14-24-00_UTC_4.jpg,imagenes_instagram∕post_0302_2024-05-09_14-24-00_UTC,"SORRY FOR
THE
INCONVENIENCE
WE ARE
TRYING TO
CHANGE THE
WORLD.",critica_social
todas_las_publicaciones/imagenes_instagram∕post_0302_2024-05-09_14-24-00_UTC/2024-05-09_14-24-00_UTC_2.jpg,imagenes_instagram∕post_0302_2024-05-09_14-24-00_UTC,"NECK  
KISSES,  
COFFEE DATES  
&  
MIDNIGHT CAR  
RIDES.",amor_relaciones
todas_las_publicaciones/imagenes_instagram∕post_0302_2024-05-09_14-24-00_UTC/2024-05-09_14-24-00_UTC_3.jpg,imagenes_instagram∕post_0302_2024-05-09_14-24-00_UTC,"DO MORE  
THINGS  
THAT MAKE  
YOU FORGET  
TO CHECK  
YOUR PHONE!",motivacional_superacion
todas_las_publicaciones/imagenes_instagram∕post_0621_2023-05-31_08-02-07_UTC/2023-05-31_08-02-07_UTC_5.jpg,imagenes_instagram∕post_0621_2023-05-31_08-02-07_UTC,NOT TO BE RUDE BUT SHUT THE FUCK UP!,humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0621_2023-05-31_08-02-07_UTC/2023-05-31_08-02-07_UTC_4.jpg,imagenes_instagram∕post_0621_2023-05-31_08-02-07_UTC,"I LOVE YOU  
MORE AND  
MORE  
AND  
MORE  
AND  
MORE",amor_relaciones
todas_las_publicaciones/imagenes_instagram∕post_0621_2023-05-31_08-02-07_UTC/2023-05-31_08-02-07_UTC_3.jpg,imagenes_instagram∕post_0621_2023-05-31_08-02-07_UTC,I DON'T NEED EVERYONE TO LIKE ME.,autoestima_autoayuda
todas_las_publicaciones/imagenes_instagram∕post_0621_2023-05-31_08-02-07_UTC/2023-05-31_08-02-07_UTC_2.jpg,imagenes_instagram∕post_0621_2023-05-31_08-02-07_UTC,"- HOW DO YOU LIKE YOUR COFFEE IN THE MORNING?

- ALONE.",humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0621_2023-05-31_08-02-07_UTC/2023-05-31_08-02-07_UTC_1.jpg,imagenes_instagram∕post_0621_2023-05-31_08-02-07_UTC,WHO ARE YOU WHEN NO ONE IS WATCHING?,reflexion_filosofica
todas_las_publicaciones/imagenes_instagram∕post_0358_2024-03-16_08-26-17_UTC/2024-03-16_08-26-17_UTC_1.jpg,imagenes_instagram∕post_0358_2024-03-16_08-26-17_UTC,"AM I PERFECT?
NO

BUT AM I
TRYING TO
BE A BETTER
PERSON?
ALSO NO",humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0358_2024-03-16_08-26-17_UTC/2024-03-16_08-26-17_UTC_2.jpg,imagenes_instagram∕post_0358_2024-03-16_08-26-17_UTC,"PLEASE  
WAIT PATIENTLY  
FOR THE  
FAILURE OF  
THE SYSTEM.",critica_social
todas_las_publicaciones/imagenes_instagram∕post_0358_2024-03-16_08-26-17_UTC/2024-03-16_08-26-17_UTC_3.jpg,imagenes_instagram∕post_0358_2024-03-16_08-26-17_UTC,LET'S GET LOST TOGETHER.,amor_relaciones
todas_las_publicaciones/imagenes_instagram∕post_0358_2024-03-16_08-26-17_UTC/2024-03-16_08-26-17_UTC_4.jpg,imagenes_instagram∕post_0358_2024-03-16_08-26-17_UTC,"- I WANT TO WAKE UP WITH YOU THE REST OF MY LIFE.

- I GET UP AT 5:00 AM

- NEVERMIND.",humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0358_2024-03-16_08-26-17_UTC/2024-03-16_08-26-17_UTC_5.jpg,imagenes_instagram∕post_0358_2024-03-16_08-26-17_UTC,"HEH.

HEH, HEH...

AH YES...

HA, HA...

HAH, HAH, HA.",humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0651_2023-05-02_08-22-01_UTC/2023-05-02_08-22-01_UTC_5.jpg,imagenes_instagram∕post_0651_2023-05-02_08-22-01_UTC,"SOMETIMES  
ALL YOU  
NEED IS  
$500 MILLION  
DOLLARS",humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0651_2023-05-02_08-22-01_UTC/2023-05-02_08-22-01_UTC_4.jpg,imagenes_instagram∕post_0651_2023-05-02_08-22-01_UTC,"I USED TO  
BE A  
CONCEPTUAL  
ARTIST,  

BUT I AM  
OK NOW.",humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0651_2023-05-02_08-22-01_UTC/2023-05-02_08-22-01_UTC_1.jpg,imagenes_instagram∕post_0651_2023-05-02_08-22-01_UTC,"I JUST WANT YOU TO BE HAPPY.

AND NAKED.",humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0651_2023-05-02_08-22-01_UTC/2023-05-02_08-22-01_UTC_3.jpg,imagenes_instagram∕post_0651_2023-05-02_08-22-01_UTC,"WE'RE FUCKING ARTISTS  
WE'RE SENSITIVE AS SHIT!",humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0651_2023-05-02_08-22-01_UTC/2023-05-02_08-22-01_UTC_2.jpg,imagenes_instagram∕post_0651_2023-05-02_08-22-01_UTC,"GIRLS  
MASTURBATE  
TOO  
BOYS CRY  
TOO",critica_social
todas_las_publicaciones/imagenes_instagram∕post_0536_2023-09-01_09-54-09_UTC/2023-09-01_09-54-09_UTC_2.jpg,imagenes_instagram∕post_0536_2023-09-01_09-54-09_UTC,"WOMEN AREN'T REHABILITATION
CENTERS FOR
UNSTABLE
AND
INSECURE
MEN.",critica_social
todas_las_publicaciones/imagenes_instagram∕post_0536_2023-09-01_09-54-09_UTC/2023-09-01_09-54-09_UTC_3.jpg,imagenes_instagram∕post_0536_2023-09-01_09-54-09_UTC,STOP MALE EGOS FROM RUINING THE FUTURE!,critica_social
todas_las_publicaciones/imagenes_instagram∕post_0536_2023-09-01_09-54-09_UTC/2023-09-01_09-54-09_UTC_1.jpg,imagenes_instagram∕post_0536_2023-09-01_09-54-09_UTC,"RAGE  
AGAINST  
THE  
MACHISM",critica_social
todas_las_publicaciones/imagenes_instagram∕post_0536_2023-09-01_09-54-09_UTC/2023-09-01_09-54-09_UTC_4.jpg,imagenes_instagram∕post_0536_2023-09-01_09-54-09_UTC,"GIRLS  
MASTURBATE  
TOO  
BOYS CRY  
TOO",critica_social
todas_las_publicaciones/imagenes_instagram∕post_0536_2023-09-01_09-54-09_UTC/2023-09-01_09-54-09_UTC_5.jpg,imagenes_instagram∕post_0536_2023-09-01_09-54-09_UTC,"GOOD GIRLS  
GOES TO  
HEAVEN, BAD  
GIRLS GOES  
EVERYWHERE.",humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0529_2023-09-08_15-48-22_UTC/2023-09-08_15-48-22_UTC_1.jpg,imagenes_instagram∕post_0529_2023-09-08_15-48-22_UTC,"I LIKE YOU  
BUT I HATE  
YOUR  
INSTAGRAM  
STORIES",humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0529_2023-09-08_15-48-22_UTC/2023-09-08_15-48-22_UTC_2.jpg,imagenes_instagram∕post_0529_2023-09-08_15-48-22_UTC,"YOU CAN  
MUTE PEOPLE  
IN REAL LIFE  
TOO.  
IT'S CALLED  
BOUNDARIES.",autoestima_autoayuda
todas_las_publicaciones/imagenes_instagram∕post_0529_2023-09-08_15-48-22_UTC/2023-09-08_15-48-22_UTC_3.jpg,imagenes_instagram∕post_0529_2023-09-08_15-48-22_UTC,"THE HUMAN BODY  
IS 80% WATER,  
SO WE ARE  
BASICALLY JUST  
CUCUMBERS  
WITH ANXIETY.",humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0529_2023-09-08_15-48-22_UTC/2023-09-08_15-48-22_UTC_4.jpg,imagenes_instagram∕post_0529_2023-09-08_15-48-22_UTC,I NEVER FORGET A FACE. ESPECIALLY WHEN I'VE SAT ON IT.,humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0529_2023-09-08_15-48-22_UTC/2023-09-08_15-48-22_UTC_5.jpg,imagenes_instagram∕post_0529_2023-09-08_15-48-22_UTC,IT'S OK TO UNFOLLOW PEOPLE IN REAL LIFE.,autoestima_autoayuda
todas_las_publicaciones/imagenes_instagram∕post_0753_2023-01-04_14-52-26_UTC/2023-01-04_14-52-26_UTC_4.jpg,imagenes_instagram∕post_0753_2023-01-04_14-52-26_UTC,"BE THE CHANGE YOU WANT TO SEE

CHANTELLE
INTERPRETED BY FRENCH ARTIST THOMAS LÉLU
PARIS [FRANCE]
JANUARY 2023.",anuncio_evento
todas_las_publicaciones/imagenes_instagram∕post_0753_2023-01-04_14-52-26_UTC/2023-01-04_14-52-26_UTC_1.jpg,imagenes_instagram∕post_0753_2023-01-04_14-52-26_UTC,"AM I SELF CENTERED OR IS IT JUST ME?

CHANTELLE  
INTERPRETED BY FRENCH ARTIST THOMAS LÉLU  
PARIS [FRANCE]  
JANUARY 2023",anuncio_evento
todas_las_publicaciones/imagenes_instagram∕post_0753_2023-01-04_14-52-26_UTC/2023-01-04_14-52-26_UTC_3.jpg,imagenes_instagram∕post_0753_2023-01-04_14-52-26_UTC,"DO MORE
THINGS
THAT MAKE
YOU
FORGET TO
CHECK
YOUR PHONE

CHANTELLE
INTERPRETED BY FRENCH ARTIST THOMAS LELU
PARIS [FRANCE]
JANUARY, 2023",motivacional_superacion
todas_las_publicaciones/imagenes_instagram∕post_0753_2023-01-04_14-52-26_UTC/2023-01-04_14-52-26_UTC_2.jpg,imagenes_instagram∕post_0753_2023-01-04_14-52-26_UTC,"TODAY IS FAR FROM TOMORROW

CHANTELLE  
INTERPRETED BY FRENCH ARTIST THOMAS LÉLU  
PARIS [FRANCE]  
JANUARY 2021",anuncio_evento
todas_las_publicaciones/imagenes_instagram∕post_0045_2025-04-28_10-59-39_UTC/2025-04-28_10-59-39_UTC_4.jpg,imagenes_instagram∕post_0045_2025-04-28_10-59-39_UTC,I FEEL LIKE A VIRGIN,humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0045_2025-04-28_10-59-39_UTC/2025-04-28_10-59-39_UTC_3.jpg,imagenes_instagram∕post_0045_2025-04-28_10-59-39_UTC,"THINGS I WANT:

A) SHINE 
B) MORE SHINE 
C) DIVINE SHINE",motivacional_superacion
todas_las_publicaciones/imagenes_instagram∕post_0045_2025-04-28_10-59-39_UTC/2025-04-28_10-59-39_UTC_1.jpg,imagenes_instagram∕post_0045_2025-04-28_10-59-39_UTC,"TODAY
I DID
A GLOSS",vida_cotidiana
todas_las_publicaciones/imagenes_instagram∕post_0613_2023-06-06_06-27-56_UTC/2023-06-06_06-27-56_UTC_4.jpg,imagenes_instagram∕post_0613_2023-06-06_06-27-56_UTC,I SMILE BECAUSE I HAVE NO IDEA WHAT'S GOING ON.,humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0613_2023-06-06_06-27-56_UTC/2023-06-06_06-27-56_UTC_5.jpg,imagenes_instagram∕post_0613_2023-06-06_06-27-56_UTC,INSTAGRAM IS NOT REAL LIFE,critica_social
todas_las_publicaciones/imagenes_instagram∕post_0613_2023-06-06_06-27-56_UTC/2023-06-06_06-27-56_UTC_2.jpg,imagenes_instagram∕post_0613_2023-06-06_06-27-56_UTC,"I WANT TO WAKE UP WITH YOU THE REST OF MY LIFE.

I GET UP AT 5:00 AM

NEVERMIND.",humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0613_2023-06-06_06-27-56_UTC/2023-06-06_06-27-56_UTC_3.jpg,imagenes_instagram∕post_0613_2023-06-06_06-27-56_UTC,"SOMETIMES I  
READ A TEXT  
AND THINK  
WHAT A FUCKING  
PSYCHOPATH  
THEN PRESS SEND.",humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0613_2023-06-06_06-27-56_UTC/2023-06-06_06-27-56_UTC_1.jpg,imagenes_instagram∕post_0613_2023-06-06_06-27-56_UTC,I ONLY TALK TO TWO PEOPLE EVERYDAY AND ONE OF THEM IS ME.,humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0747_2023-01-10_10-59-26_UTC/2023-01-10_10-59-26_UTC.jpg,imagenes_instagram∕post_0747_2023-01-10_10-59-26_UTC,"EXPECT NOTHING  
APPRECIATE EVERYTHING",motivacional_superacion
todas_las_publicaciones/imagenes_instagram∕post_0542_2023-08-26_13-02-41_UTC/2023-08-26_13-02-41_UTC_1.jpg,imagenes_instagram∕post_0542_2023-08-26_13-02-41_UTC,I NEED A HUG e AMOUNT OF MONEY.,humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0542_2023-08-26_13-02-41_UTC/2023-08-26_13-02-41_UTC_2.jpg,imagenes_instagram∕post_0542_2023-08-26_13-02-41_UTC,"ALCOHOLISM
IS A
TRANSITIONAL
STAGE
BETWEEN
CAPITALISM AND
COMMUNISM.",humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0542_2023-08-26_13-02-41_UTC/2023-08-26_13-02-41_UTC_3.jpg,imagenes_instagram∕post_0542_2023-08-26_13-02-41_UTC,"PLEASE  
WAIT PATIENTLY  
FOR THE  
FAILURE OF  
THE SYSTEM.",critica_social
todas_las_publicaciones/imagenes_instagram∕post_0542_2023-08-26_13-02-41_UTC/2023-08-26_13-02-41_UTC_4.jpg,imagenes_instagram∕post_0542_2023-08-26_13-02-41_UTC,"OK, I RESPECT YOUR WRONG OPINION.",humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0542_2023-08-26_13-02-41_UTC/2023-08-26_13-02-41_UTC_5.jpg,imagenes_instagram∕post_0542_2023-08-26_13-02-41_UTC,"BE NICE TO ME  
I HAVE DIARRHEA,",humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0583_2023-07-07_07-55-27_UTC/2023-07-07_07-55-27_UTC.jpg,imagenes_instagram∕post_0583_2023-07-07_07-55-27_UTC,"- MORNING!
- NO THANKS.

THOMAS LÉLU
x
ba&sh",humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0365_2024-03-09_12-13-58_UTC/2024-03-09_12-13-58_UTC_6.jpg,imagenes_instagram∕post_0365_2024-03-09_12-13-58_UTC,"OFFLINE IS THE NEW LUXURY

I NEED A HUG AND 6 MONTHS OF SLEEP",humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0365_2024-03-09_12-13-58_UTC/2024-03-09_12-13-58_UTC_4.jpg,imagenes_instagram∕post_0365_2024-03-09_12-13-58_UTC,I HAVE NO IDEA WHAT I'M DOING OUT OF BED.,humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0365_2024-03-09_12-13-58_UTC/2024-03-09_12-13-58_UTC_5.jpg,imagenes_instagram∕post_0365_2024-03-09_12-13-58_UTC,I wish you well,vida_cotidiana
todas_las_publicaciones/imagenes_instagram∕post_0365_2024-03-09_12-13-58_UTC/2024-03-09_12-13-58_UTC_1.jpg,imagenes_instagram∕post_0365_2024-03-09_12-13-58_UTC,"No inspiration today, sorry",vida_cotidiana
todas_las_publicaciones/imagenes_instagram∕post_0365_2024-03-09_12-13-58_UTC/2024-03-09_12-13-58_UTC_2.jpg,imagenes_instagram∕post_0365_2024-03-09_12-13-58_UTC,"Did I need it?  
No.  
Did I buy it?  
Yes!",humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0365_2024-03-09_12-13-58_UTC/2024-03-09_12-13-58_UTC_3.jpg,imagenes_instagram∕post_0365_2024-03-09_12-13-58_UTC,DO EVERYTHING TO DO NOTHING,motivacional_superacion
todas_las_publicaciones/imagenes_instagram∕post_0512_2023-10-01_07-54-27_UTC/2023-10-01_07-54-27_UTC_1.jpg,imagenes_instagram∕post_0512_2023-10-01_07-54-27_UTC,THE coolest people I KNOW →,vida_cotidiana
todas_las_publicaciones/imagenes_instagram∕post_0512_2023-10-01_07-54-27_UTC/2023-10-01_07-54-27_UTC_2.jpg,imagenes_instagram∕post_0512_2023-10-01_07-54-27_UTC,1) DON'T RESPOND TO NEGATIVITY,motivacional_superacion
todas_las_publicaciones/imagenes_instagram∕post_0512_2023-10-01_07-54-27_UTC/2023-10-01_07-54-27_UTC_3.jpg,imagenes_instagram∕post_0512_2023-10-01_07-54-27_UTC,2) DON'T SPEAK POORLY ABOUT OTHERS.,autoestima_autoayuda
todas_las_publicaciones/imagenes_instagram∕post_0512_2023-10-01_07-54-27_UTC/2023-10-01_07-54-27_UTC_7.jpg,imagenes_instagram∕post_0512_2023-10-01_07-54-27_UTC,6) SHOW GRATITUDE.,motivacional_superacion
todas_las_publicaciones/imagenes_instagram∕post_0512_2023-10-01_07-54-27_UTC/2023-10-01_07-54-27_UTC_6.jpg,imagenes_instagram∕post_0512_2023-10-01_07-54-27_UTC,5) Deliberately optimistic,motivacional_superacion
todas_las_publicaciones/imagenes_instagram∕post_0512_2023-10-01_07-54-27_UTC/2023-10-01_07-54-27_UTC_4.jpg,imagenes_instagram∕post_0512_2023-10-01_07-54-27_UTC,3) Show up on time.,motivacional_superacion
todas_las_publicaciones/imagenes_instagram∕post_0512_2023-10-01_07-54-27_UTC/2023-10-01_07-54-27_UTC_5.jpg,imagenes_instagram∕post_0512_2023-10-01_07-54-27_UTC,4) GIVE WITHOUT EXPECTATIONS.,motivacional_superacion
todas_las_publicaciones/imagenes_instagram∕post_0512_2023-10-01_07-54-27_UTC/2023-10-01_07-54-27_UTC_8.jpg,imagenes_instagram∕post_0512_2023-10-01_07-54-27_UTC,7) HAVE GOOD MANNERS.,motivacional_superacion
todas_las_publicaciones/imagenes_instagram∕post_0512_2023-10-01_07-54-27_UTC/2023-10-01_07-54-27_UTC_9.jpg,imagenes_instagram∕post_0512_2023-10-01_07-54-27_UTC,8) MAKE NO EXCUSES.,motivacional_superacion
todas_las_publicaciones/imagenes_instagram∕post_0512_2023-10-01_07-54-27_UTC/2023-10-01_07-54-27_UTC_10.jpg,imagenes_instagram∕post_0512_2023-10-01_07-54-27_UTC,9) RANDOM ACTS OF KINDNESS,motivacional_superacion
todas_las_publicaciones/imagenes_instagram∕post_0285_2024-06-04_18-00-10_UTC/2024-06-04_18-00-10_UTC_1.jpg,imagenes_instagram∕post_0285_2024-06-04_18-00-10_UTC,"LOOK AT ME  
CAP 74024  

LOOK AT ME,  
I'M (ON)  
CAP 74024  

by  
Thomas Lélu",otro
todas_las_publicaciones/imagenes_instagram∕post_0285_2024-06-04_18-00-10_UTC/2024-06-04_18-00-10_UTC_3.jpg,imagenes_instagram∕post_0285_2024-06-04_18-00-10_UTC,"WHO ARE YOU WHEN NO ONE IS WATCHING?

Cou  
(UNDER)  
& 8 large  
U.S. 6 N I V I  
any  

Fresh Co  Family Diner   
Free",otro
todas_las_publicaciones/imagenes_instagram∕post_0285_2024-06-04_18-00-10_UTC/2024-06-04_18-00-10_UTC_2.jpg,imagenes_instagram∕post_0285_2024-06-04_18-00-10_UTC,"IF MY LIFE  
WAS A  
MAGAZINE,  
IT'D BE  
CAP 74024  

WE ARE GOING TO NEED  
A LOT OF LOVE.",reflexion_filosofica
todas_las_publicaciones/imagenes_instagram∕post_0285_2024-06-04_18-00-10_UTC/2024-06-04_18-00-10_UTC_4.jpg,imagenes_instagram∕post_0285_2024-06-04_18-00-10_UTC,"MOOD 
FUCK",otro
todas_las_publicaciones/imagenes_instagram∕post_0847_2015-01-17_14-42-33_UTC/2015-01-17_14-42-33_UTC.jpg,imagenes_instagram∕post_0847_2015-01-17_14-42-33_UTC,I WISH MORGAN FREEMAN NARRATED MY LIFE,humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0307_2024-05-02_08-02-01_UTC/2024-05-02_08-02-01_UTC_1.jpg,imagenes_instagram∕post_0307_2024-05-02_08-02-01_UTC,"LOOK AROUND YOU.

APPRECIATE WHAT YOU HAVE.

NOTHING WILL BE THE SAME IN A YEAR.",motivacional_superacion
todas_las_publicaciones/imagenes_instagram∕post_0307_2024-05-02_08-02-01_UTC/2024-05-02_08-02-01_UTC_3.jpg,imagenes_instagram∕post_0307_2024-05-02_08-02-01_UTC,MAKE SURE YOU'RE HAPPY WITH YOUR LIFE OFFLINE too.,motivacional_superacion
todas_las_publicaciones/imagenes_instagram∕post_0307_2024-05-02_08-02-01_UTC/2024-05-02_08-02-01_UTC_2.jpg,imagenes_instagram∕post_0307_2024-05-02_08-02-01_UTC,WHO ARE YOU WHEN NO ONE IS WATCHING?,reflexion_filosofica
todas_las_publicaciones/imagenes_instagram∕post_0307_2024-05-02_08-02-01_UTC/2024-05-02_08-02-01_UTC_4.jpg,imagenes_instagram∕post_0307_2024-05-02_08-02-01_UTC,"I HAVE TO
BE SUCCESSFUL
BECAUSE
I LIKE
EXPENSIVE SHIT.",motivacional_superacion
todas_las_publicaciones/imagenes_instagram∕post_0438_2023-12-15_15-21-18_UTC/2023-12-15_15-21-18_UTC_5.jpg,imagenes_instagram∕post_0438_2023-12-15_15-21-18_UTC,IT'S OK TO DISCONNECT FOR A WHILE,autoestima_autoayuda
todas_las_publicaciones/imagenes_instagram∕post_0438_2023-12-15_15-21-18_UTC/2023-12-15_15-21-18_UTC_4.jpg,imagenes_instagram∕post_0438_2023-12-15_15-21-18_UTC,"MONDAY  
MONDAY 2  
MONDAY 3  
MONDAY 4  
FRIDAY  
SATURDAY  
PRE-MONDAY",humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0438_2023-12-15_15-21-18_UTC/2023-12-15_15-21-18_UTC_1.jpg,imagenes_instagram∕post_0438_2023-12-15_15-21-18_UTC,"STOP  
CHECKING  
YOUR  
PHONE!  
HE'S NOT  
GOING TO  
TEXT YOU!",amor_relaciones
todas_las_publicaciones/imagenes_instagram∕post_0438_2023-12-15_15-21-18_UTC/2023-12-15_15-21-18_UTC_3.jpg,imagenes_instagram∕post_0438_2023-12-15_15-21-18_UTC,PLEASE DON'T INTERRUPT ME WHILE I'M IGNORING YOU.,humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0438_2023-12-15_15-21-18_UTC/2023-12-15_15-21-18_UTC_2.jpg,imagenes_instagram∕post_0438_2023-12-15_15-21-18_UTC,"3 WISHES:

1) TO EARN MONEY WITHOUT WORKING

2) TO LOVE WITHOUT BEING HURT.

3) TO EAT WITHOUT GETTING FAT.",humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0579_2023-07-10_16-55-37_UTC/2023-07-10_16-55-37_UTC.jpg,imagenes_instagram∕post_0579_2023-07-10_16-55-37_UTC,"YOU CAN'T SLEEP?
ME EITHER

LET'S BE
INSOMNIAC CLUB
TOGETHER",humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0027_2025-05-12_15-00-32_UTC/2025-05-12_15-00-32_UTC_4.jpg,imagenes_instagram∕post_0027_2025-05-12_15-00-32_UTC,"I HAVE NO IDEA WHAT I’M DOING OUT OF BED

thomas lélu",humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0027_2025-05-12_15-00-32_UTC/2025-05-12_15-00-32_UTC_5.jpg,imagenes_instagram∕post_0027_2025-05-12_15-00-32_UTC,"ONLY
DO
SHIT YOU
BELIEVE
IN.

THOMAS LÉLU",motivacional_superacion
todas_las_publicaciones/imagenes_instagram∕post_0027_2025-05-12_15-00-32_UTC/2025-05-12_15-00-32_UTC_6.jpg,imagenes_instagram∕post_0027_2025-05-12_15-00-32_UTC,THOMAS LÉLU,otro
todas_las_publicaciones/imagenes_instagram∕post_0027_2025-05-12_15-00-32_UTC/2025-05-12_15-00-32_UTC_2.jpg,imagenes_instagram∕post_0027_2025-05-12_15-00-32_UTC,"BLOW JOBS ARE JOBS TOO.

Thomas Lêlu",humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0027_2025-05-12_15-00-32_UTC/2025-05-12_15-00-32_UTC_3.jpg,imagenes_instagram∕post_0027_2025-05-12_15-00-32_UTC,"SOMETIMES ALL YOU NEED IS $500 MILLION DOLLARS

THOMAS LEVI",humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0027_2025-05-12_15-00-32_UTC/2025-05-12_15-00-32_UTC_1.jpg,imagenes_instagram∕post_0027_2025-05-12_15-00-32_UTC,"– GOOD MORNING!

– YOU NEED TO CALM THE FUCK DOWN.

[Texto manuscrito en la parte inferior derecha: Thomas Lélu]",humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0709_2023-03-03_09-39-28_UTC/2023-03-03_09-39-28_UTC_3.jpg,imagenes_instagram∕post_0709_2023-03-03_09-39-28_UTC,"- HOW DO YOU FEEL ABOUT LIFE?

- I'M VERY HAPPY WITH IT. BECAUSE I'M ON PROZAC.",humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0709_2023-03-03_09-39-28_UTC/2023-03-03_09-39-28_UTC_2.jpg,imagenes_instagram∕post_0709_2023-03-03_09-39-28_UTC,"- SAVE ME

- IN JPEG 
OR PDF?",humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0709_2023-03-03_09-39-28_UTC/2023-03-03_09-39-28_UTC_1.jpg,imagenes_instagram∕post_0709_2023-03-03_09-39-28_UTC,"WORLD PEACE  
MULTIPLE ORGASMS  
AND FANCY  
BOXED CHOCOLATES.  
IN THAT  
ORDER.",humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0709_2023-03-03_09-39-28_UTC/2023-03-03_09-39-28_UTC_5.jpg,imagenes_instagram∕post_0709_2023-03-03_09-39-28_UTC,"Hello, I'd Like a Drink!",humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0709_2023-03-03_09-39-28_UTC/2023-03-03_09-39-28_UTC_4.jpg,imagenes_instagram∕post_0709_2023-03-03_09-39-28_UTC,"THEM: ""NOBODY LIKES YOU,
ALL YOUR POSTS ARE
WEIRD AND NOTHING
YOU DO MAKES
SENSE TO
ANYONE.""

ME: ♥️",autoestima_autoayuda
todas_las_publicaciones/imagenes_instagram∕post_0421_2024-01-07_11-21-44_UTC/2024-01-07_11-21-44_UTC_5.jpg,imagenes_instagram∕post_0421_2024-01-07_11-21-44_UTC,YOUR KISS WAS SO REAL IN MY DREAM,amor_relaciones
todas_las_publicaciones/imagenes_instagram∕post_0421_2024-01-07_11-21-44_UTC/2024-01-07_11-21-44_UTC_4.jpg,imagenes_instagram∕post_0421_2024-01-07_11-21-44_UTC,"I'm good in bed.  
I can sleep all day.",humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0421_2024-01-07_11-21-44_UTC/2024-01-07_11-21-44_UTC_3.jpg,imagenes_instagram∕post_0421_2024-01-07_11-21-44_UTC,KISS ME BEFORE MY BOYFRIEND COMES BACK.,amor_relaciones
todas_las_publicaciones/imagenes_instagram∕post_0421_2024-01-07_11-21-44_UTC/2024-01-07_11-21-44_UTC_2.jpg,imagenes_instagram∕post_0421_2024-01-07_11-21-44_UTC,"JUST BECAUSE  
IT'S TAKING  
TIME  
DOESN'T MEAN  
IT'S NOT  
HAPPENING.",motivacional_superacion
todas_las_publicaciones/imagenes_instagram∕post_0429_2023-12-27_13-27-21_UTC/2023-12-27_13-27-21_UTC_1.jpg,imagenes_instagram∕post_0429_2023-12-27_13-27-21_UTC,"WHY FALL IN LOVE,  
WHEN YOU CAN  
FALL ASLEEP.",humor_entretenimiento
todas_las_publicaciones/imagenes_instagram∕post_0429_2023-12-27_13-27-21_UTC/2023-12-27_13-27-21_UTC_3.jpg,imagenes_instagram∕post_0429_2023-12-27_13-27-21_UTC,"```
FUCK
ME
I'M
TIRED
```",vida_cotidiana
